,Actual,Forecasted
207,223.8000030517578,222.58529686451493
208,223.7949981689453,221.328673697491
209,223.76499938964844,221.44986092104003
210,223.80999755859375,221.50801870507175
211,223.9582977294922,222.98825843925383
212,223.88980102539062,222.5581851494006
213,223.8686981201172,221.0301541793031
214,223.88499450683594,222.73497227156284
215,223.86000061035156,221.57482430472763
216,223.8000030517578,222.13661980969783
217,223.8000030517578,222.75643706243702
218,223.85000610351562,221.6758463523706
219,223.7899932861328,223.60820344451957
220,223.6750030517578,222.30892183633085
221,223.66000366210938,222.71337833601802
222,223.64999389648438,222.49327865581637
223,223.49000549316406,222.34134412671764
224,223.57000732421875,222.79439815685157
225,223.5800018310547,223.1027414147302
226,223.4600067138672,221.465539931469
227,223.58999633789062,222.5936645812878
228,223.55499267578125,223.42047015988976
229,223.5,222.22968730667057
230,223.4499969482422,220.8576571376933
231,223.4499969482422,222.86461170233744
232,223.4600067138672,222.40140862786444
233,223.4949951171875,222.2550936526651
234,223.61990356445312,222.87476709968627
235,223.7100067138672,223.1106836105034
236,223.6999969482422,221.2081722002861
237,223.67999267578125,221.20615727620333
238,223.67010498046875,223.6114459208822
239,223.72000122070312,221.5789968150298
240,223.67999267578125,222.62022073774384
241,223.60000610351562,222.24083969995934
242,223.60000610351562,221.11016393729747
243,223.6199951171875,221.51421176883147
244,223.66000366210938,223.09843757776133
245,223.67999267578125,223.31658514327884
246,223.6999969482422,224.0200777374615
247,223.6649932861328,222.4936926485412
248,223.7100067138672,222.73347012578768
249,223.6688995361328,220.92366063771735
250,223.6999969482422,221.11394745024262
251,223.72500610351562,222.80988143382916
252,223.76499938964844,221.9125348519609
253,223.79989624023438,221.85658122901233
254,223.67999267578125,222.96996966105624
255,223.6999969482422,223.34966854310693
256,223.14999389648438,223.65381080498216
257,223.49000549316406,221.20831665005693
258,223.61000061035156,222.87825745437036
259,223.69000244140625,223.37418493485382
260,223.67999267578125,222.28498427274934
261,223.77000427246094,222.80687524574662
262,223.86000061035156,222.34960188662114
263,223.9499969482422,222.3967025959509
264,223.99000549316406,223.08485014300456
265,223.94000244140625,222.98429156650428
266,223.94000244140625,222.1588078713052
267,223.75999450683594,221.05841149818573
268,223.6199951171875,221.77621256089213
269,223.61000061035156,223.95359221793876
270,223.5399932861328,223.39844340297492
271,223.49000549316406,222.75326056961396
272,223.47999572753906,221.97475833205252
273,223.375,222.06794175376743
274,223.3000030517578,222.65443239796392
275,223.3000030517578,223.21063223434518
276,223.30999755859375,221.0764867414492
277,223.3000030517578,220.37960404842218
278,223.19009399414062,223.49938866071597
279,223.2100067138672,223.4619372663833
280,223.02999877929688,222.41231924679238
281,222.88999938964844,221.75685239786452
282,223.0500030517578,222.65123713542835
283,222.92999267578125,222.05786181387788
284,223.11000061035156,222.58957785439955
285,222.9949951171875,222.75440734015908
286,223.00999450683594,223.6873649747044
287,222.94500732421875,221.35951571229563
288,222.94000244140625,222.39071020871978
289,222.91990661621094,222.50471035123087
290,222.8800048828125,222.96257670423503
291,222.8896942138672,222.4699077119131
292,222.80499267578125,221.92596456417897
293,222.8184051513672,221.74996065216413
294,222.76119995117188,223.0715641801314
295,222.7301025390625,222.0585572155538
296,222.7100067138672,223.90070416127864
297,222.75,220.52674962909256
298,222.8699951171875,222.6022024435985
299,222.60000610351562,221.95408282604794
300,222.6551971435547,222.04118050530687
301,222.7100067138672,222.5214683286055
302,222.6999969482422,222.02835089138117
303,222.7299041748047,222.05573599132202
304,222.6300048828125,223.39306830976517
305,222.64999389648438,219.83406363015894
306,222.52999877929688,223.43278693841188
307,222.61000061035156,222.37540605829204
308,222.62989807128906,222.21895045828325
309,222.625,221.5178324595093
310,222.63999938964844,222.04091036082096
311,222.55999755859375,222.662046516644
312,222.55999755859375,222.68561533707677
313,222.50999450683594,222.5185489963967
314,222.47999572753906,223.3763201172129
315,222.46499633789062,222.85143476297412
316,222.44009399414062,222.73894279085417
317,222.4149932861328,223.1894714955589
318,222.47999572753906,221.61755827803006
319,222.47000122070312,223.3195563589993
320,222.5189971923828,222.67325013877226
321,222.5800018310547,222.82443326206058
322,222.53640747070312,222.25982820976532
323,222.5200958251953,221.55509614538593
324,222.4499969482422,222.5885741329421
325,222.48989868164062,223.0518210754274
326,222.35000610351562,222.14824861599396
327,222.36000061035156,221.9603366238108
328,222.389892578125,221.85014434991015
329,222.4199981689453,222.1122674725323
330,222.42019653320312,221.51902848590288
331,222.47999572753906,222.87190191233864
332,222.46499633789062,221.8408358832705
333,222.69500732421875,221.36626676007927
334,222.6300048828125,222.08473406855745
335,222.60499572753906,223.11218606660748
336,222.58999633789062,220.65801364994638
337,222.57989501953125,222.0451291459178
338,222.5749969482422,223.61611175523845
339,222.63999938964844,223.62601961565358
340,222.6649932861328,221.42284921351833
341,222.65130615234375,222.18515130974583
342,222.60499572753906,221.86680914309392
343,222.47999572753906,222.2360978942049
344,222.5500030517578,221.4604698676256
345,222.5399932861328,223.44063971433067
346,222.5399932861328,222.79767711693665
347,222.52000427246094,222.41481513265254
348,222.4499969482422,222.70018876176886
349,222.49000549316406,221.7252255305944
350,222.4199981689453,221.27962825088665
351,222.49000549316406,222.66480667014326
352,222.44000244140625,222.51988551807125
353,222.47999572753906,221.6371410441551
354,222.41009521484375,222.60699698920712
355,222.5050048828125,223.11324027413391
356,222.49000549316406,221.40534205521638
357,222.55499267578125,221.1079206825551
358,222.72500610351562,222.00846320681026
359,222.71499633789062,220.88558357298217
360,222.75999450683594,222.46061215709233
361,222.77999877929688,222.67903327314053
362,222.71499633789062,221.71630562942735
363,222.7100067138672,222.50800148616506
364,222.6649932861328,220.70795675847714
365,222.6199951171875,220.57101448200763
366,222.5500030517578,222.73164119456874
367,222.6649932861328,218.7218751923337
368,222.6199951171875,223.26946221118016
369,222.52000427246094,221.1278171782515
370,222.47000122070312,221.29905434710156
371,222.52000427246094,222.8752339032193
372,222.4600067138672,221.87332724015593
373,222.47000122070312,221.97581340584702
374,222.4600067138672,222.8798268896481
375,222.5,223.14842208746597
