,Datetime,Open
0,2024-10-25 04:00:00,256.13
1,2024-10-25 04:01:00,256.49
2,2024-10-25 04:02:00,256.0
3,2024-10-25 04:03:00,255.3
4,2024-10-25 04:04:00,255.6
5,2024-10-25 04:05:00,255.75
6,2024-10-25 04:06:00,255.02
7,2024-10-25 04:07:00,254.8
8,2024-10-25 04:08:00,254.35
9,2024-10-25 04:09:00,254.69
10,2024-10-25 04:10:00,254.6
11,2024-10-25 04:11:00,254.4
12,2024-10-25 04:12:00,254.6
13,2024-10-25 04:13:00,254.64
14,2024-10-25 04:14:00,254.52
15,2024-10-25 04:15:00,254.45
16,2024-10-25 04:16:00,254.03
17,2024-10-25 04:17:00,253.63
18,2024-10-25 04:18:00,253.55
19,2024-10-25 04:19:00,253.33
20,2024-10-25 04:21:00,254.09
21,2024-10-25 04:22:00,254.41
22,2024-10-25 04:23:00,254.59
23,2024-10-25 04:24:00,254.89
24,2024-10-25 04:25:00,254.4
25,2024-10-25 04:26:00,254.84
26,2024-10-25 04:27:00,255.0
27,2024-10-25 04:28:00,255.13
28,2024-10-25 04:29:00,254.79
29,2024-10-25 04:30:00,254.48
30,2024-10-25 04:31:00,253.83
31,2024-10-25 04:32:00,254.25
32,2024-10-25 04:33:00,254.43
33,2024-10-25 04:34:00,254.39
34,2024-10-25 04:35:00,254.24
35,2024-10-25 04:36:00,254.27
36,2024-10-25 04:37:00,254.31
37,2024-10-25 04:38:00,254.37
38,2024-10-25 04:39:00,254.6
39,2024-10-25 04:40:00,254.21
40,2024-10-25 04:41:00,254.2
41,2024-10-25 04:42:00,254.22
42,2024-10-25 04:43:00,254.5
43,2024-10-25 04:44:00,254.31
44,2024-10-25 04:45:00,254.44
45,2024-10-25 04:46:00,254.47
46,2024-10-25 04:47:00,254.53
47,2024-10-25 04:48:00,254.66
48,2024-10-25 04:49:00,254.56
49,2024-10-25 04:50:00,254.41
50,2024-10-25 04:51:00,254.41
51,2024-10-25 04:52:00,254.43
52,2024-10-25 04:53:00,254.24
53,2024-10-25 04:54:00,254.49
54,2024-10-25 04:55:00,254.35
55,2024-10-25 04:56:00,254.3
56,2024-10-25 04:57:00,254.41
57,2024-10-25 04:58:00,254.43
58,2024-10-25 04:59:00,254.89
59,2024-10-25 05:00:00,254.52
60,2024-10-25 05:01:00,254.64
61,2024-10-25 05:02:00,255.01
62,2024-10-25 05:03:00,254.91
63,2024-10-25 05:04:00,255.05
64,2024-10-25 05:05:00,255.13
65,2024-10-25 05:07:00,255.52
66,2024-10-25 05:08:00,255.76
67,2024-10-25 05:09:00,255.74
68,2024-10-25 05:10:00,255.77
69,2024-10-25 05:11:00,255.85
70,2024-10-25 05:12:00,255.82
71,2024-10-25 05:13:00,255.91
72,2024-10-25 05:14:00,255.93
73,2024-10-25 05:15:00,255.96
74,2024-10-25 05:16:00,256.17
75,2024-10-25 05:17:00,256.29
76,2024-10-25 05:18:00,256.33
77,2024-10-25 05:19:00,256.24
78,2024-10-25 05:20:00,256.35
79,2024-10-25 05:21:00,256.4
80,2024-10-25 05:22:00,256.55
81,2024-10-25 05:23:00,256.51
82,2024-10-25 05:24:00,256.47
83,2024-10-25 05:25:00,256.65
84,2024-10-25 05:26:00,256.62
85,2024-10-25 05:27:00,256.64
86,2024-10-25 05:28:00,256.4
87,2024-10-25 05:29:00,256.27
88,2024-10-25 05:30:00,256.22
89,2024-10-25 05:31:00,256.15
90,2024-10-25 05:32:00,256.06
91,2024-10-25 05:33:00,256.11
92,2024-10-25 05:34:00,256.03
93,2024-10-25 05:35:00,255.85
94,2024-10-25 05:36:00,255.75
95,2024-10-25 05:37:00,255.94
96,2024-10-25 05:38:00,256.35
97,2024-10-25 05:39:00,256.55
98,2024-10-25 05:40:00,256.73
99,2024-10-25 05:41:00,256.91
100,2024-10-25 05:42:00,256.87
101,2024-10-25 05:43:00,256.82
102,2024-10-25 05:44:00,256.81
103,2024-10-25 05:45:00,256.84
104,2024-10-25 05:46:00,256.61
105,2024-10-25 05:47:00,256.7
106,2024-10-25 05:48:00,256.74
107,2024-10-25 05:49:00,256.72
108,2024-10-25 05:50:00,256.61
109,2024-10-25 05:51:00,256.72
110,2024-10-25 05:52:00,256.62
111,2024-10-25 05:53:00,256.71
112,2024-10-25 05:54:00,256.78
113,2024-10-25 05:55:00,256.91
114,2024-10-25 05:56:00,257.1
115,2024-10-25 05:57:00,256.92
116,2024-10-25 05:58:00,256.8
117,2024-10-25 05:59:00,256.79
118,2024-10-25 06:00:00,256.86
119,2024-10-25 06:01:00,256.89
120,2024-10-25 06:02:00,256.6
121,2024-10-25 06:03:00,256.76
122,2024-10-25 06:04:00,256.8
123,2024-10-25 06:05:00,256.74
124,2024-10-25 06:06:00,256.59
125,2024-10-25 06:07:00,256.35
126,2024-10-25 06:08:00,256.3
127,2024-10-25 06:09:00,256.41
128,2024-10-25 06:10:00,256.45
129,2024-10-25 06:11:00,256.42
130,2024-10-25 06:12:00,256.2
131,2024-10-25 06:13:00,256.3
132,2024-10-25 06:14:00,256.42
133,2024-10-25 06:15:00,256.31
134,2024-10-25 06:16:00,256.07
135,2024-10-25 06:17:00,256.16
136,2024-10-25 06:18:00,256.05
137,2024-10-25 06:19:00,255.81
138,2024-10-25 06:20:00,256.01
139,2024-10-25 06:21:00,256.38
140,2024-10-25 06:22:00,256.45
141,2024-10-25 06:23:00,256.49
142,2024-10-25 06:24:00,256.41
143,2024-10-25 06:25:00,256.42
144,2024-10-25 06:26:00,256.29
145,2024-10-25 06:27:00,256.26
146,2024-10-25 06:28:00,256.25
147,2024-10-25 06:29:00,256.46
148,2024-10-25 06:30:00,256.49
149,2024-10-25 06:31:00,256.41
150,2024-10-25 06:32:00,256.4
151,2024-10-25 06:33:00,256.3
152,2024-10-25 06:34:00,256.23
153,2024-10-25 06:35:00,256.3
154,2024-10-25 06:36:00,256.11
155,2024-10-25 06:37:00,256.34
156,2024-10-25 06:38:00,256.44
157,2024-10-25 06:39:00,256.44
158,2024-10-25 06:40:00,256.41
159,2024-10-25 06:41:00,256.49
160,2024-10-25 06:42:00,256.49
161,2024-10-25 06:43:00,256.44
162,2024-10-25 06:44:00,256.55
163,2024-10-25 06:45:00,256.45
164,2024-10-25 06:46:00,256.46
165,2024-10-25 06:47:00,256.41
166,2024-10-25 06:48:00,256.34
167,2024-10-25 06:49:00,256.34
168,2024-10-25 06:50:00,256.24
169,2024-10-25 06:51:00,256.15
170,2024-10-25 06:52:00,255.79
171,2024-10-25 06:53:00,255.84
172,2024-10-25 06:54:00,255.95
173,2024-10-25 06:55:00,256.02
174,2024-10-25 06:56:00,256.18
175,2024-10-25 06:57:00,256.06
176,2024-10-25 06:58:00,256.05
177,2024-10-25 06:59:00,256.04
178,2024-10-25 07:00:00,256.12
179,2024-10-25 07:01:00,255.54
180,2024-10-25 07:02:00,255.2
181,2024-10-25 07:03:00,255.58
182,2024-10-25 07:04:00,255.86
183,2024-10-25 07:05:00,255.75
184,2024-10-25 07:06:00,255.78
185,2024-10-25 07:07:00,255.749
186,2024-10-25 07:08:00,255.67
187,2024-10-25 07:09:00,255.8
188,2024-10-25 07:10:00,255.65
189,2024-10-25 07:11:00,255.2
190,2024-10-25 07:12:00,255.44
191,2024-10-25 07:13:00,255.37
192,2024-10-25 07:14:00,255.43
193,2024-10-25 07:15:00,255.42
194,2024-10-25 07:16:00,255.63
195,2024-10-25 07:17:00,255.55
196,2024-10-25 07:18:00,255.41
197,2024-10-25 07:19:00,255.4
198,2024-10-25 07:20:00,255.33
199,2024-10-25 07:21:00,255.21
200,2024-10-25 07:22:00,254.901
201,2024-10-25 07:23:00,254.94
202,2024-10-25 07:24:00,255.21
203,2024-10-25 07:25:00,255.41
204,2024-10-25 07:26:00,255.33
205,2024-10-25 07:28:00,254.91
206,2024-10-25 07:29:00,254.88
207,2024-10-25 07:30:00,255.05
208,2024-10-25 07:31:00,255.05
209,2024-10-25 07:32:00,255.3
210,2024-10-25 07:33:00,255.45
211,2024-10-25 07:34:00,255.3
212,2024-10-25 07:35:00,255.41
213,2024-10-25 07:36:00,255.45
214,2024-10-25 07:37:00,255.66
215,2024-10-25 07:38:00,255.58
216,2024-10-25 07:39:00,255.64
217,2024-10-25 07:40:00,255.61
218,2024-10-25 07:41:00,255.71
219,2024-10-25 07:42:00,255.96
220,2024-10-25 07:43:00,255.92
221,2024-10-25 07:44:00,256.25
222,2024-10-25 07:45:00,256.41
223,2024-10-25 07:46:00,256.45
224,2024-10-25 07:47:00,256.25
225,2024-10-25 07:48:00,256.06
226,2024-10-25 07:49:00,255.99
227,2024-10-25 07:50:00,256.13
228,2024-10-25 07:51:00,256.0
229,2024-10-25 07:52:00,256.09
230,2024-10-25 07:53:00,256.16
231,2024-10-25 07:54:00,256.38
232,2024-10-25 07:55:00,256.4
233,2024-10-25 07:56:00,256.3
234,2024-10-25 07:57:00,256.44
235,2024-10-25 07:58:00,256.54
236,2024-10-25 07:59:00,256.3
237,2024-10-25 08:00:00,256.25
238,2024-10-25 08:01:00,256.58
239,2024-10-25 08:02:00,256.55
240,2024-10-25 08:03:00,256.6809
241,2024-10-25 08:04:00,256.8102
242,2024-10-25 08:05:00,256.9398
243,2024-10-25 08:06:00,256.94
244,2024-10-25 08:07:00,256.9501
245,2024-10-25 08:08:00,257.285
246,2024-10-25 08:09:00,257.33
247,2024-10-25 08:10:00,257.4701
248,2024-10-25 08:11:00,257.2109
249,2024-10-25 08:12:00,257.28
250,2024-10-25 08:13:00,257.0012
251,2024-10-25 08:14:00,256.9899
252,2024-10-25 08:15:00,257.15
253,2024-10-25 08:16:00,257.31
254,2024-10-25 08:17:00,257.1999
255,2024-10-25 08:18:00,257.09
256,2024-10-25 08:19:00,257.1207
257,2024-10-25 08:20:00,257.09
258,2024-10-25 08:21:00,256.75
259,2024-10-25 08:22:00,256.83
260,2024-10-25 08:23:00,256.631
261,2024-10-25 08:24:00,256.63
262,2024-10-25 08:25:00,256.51
263,2024-10-25 08:26:00,256.51
264,2024-10-25 08:27:00,256.74
