time,Open
2024-09-12 19:53:00,222.815
2024-09-12 19:54:00,222.75
2024-09-12 19:55:00,222.85
2024-09-12 19:56:00,222.875
2024-09-12 19:57:00,222.8002
2024-09-12 19:58:00,222.8
2024-09-12 19:59:00,222.85
2024-09-12 20:00:00,
2024-09-12 20:01:00,
2024-09-12 20:02:00,
2024-09-12 20:03:00,
2024-09-12 20:04:00,
2024-09-12 20:05:00,
2024-09-12 20:06:00,
2024-09-12 20:07:00,
2024-09-12 20:08:00,
2024-09-12 20:09:00,
2024-09-12 20:10:00,
2024-09-12 20:11:00,
2024-09-12 20:12:00,
2024-09-12 20:13:00,
2024-09-12 20:14:00,
2024-09-12 20:15:00,
2024-09-12 20:16:00,
2024-09-12 20:17:00,
2024-09-12 20:18:00,
2024-09-12 20:19:00,
2024-09-12 20:20:00,
2024-09-12 20:21:00,
2024-09-12 20:22:00,
2024-09-12 20:23:00,
2024-09-12 20:24:00,
2024-09-12 20:25:00,
2024-09-12 20:26:00,
2024-09-12 20:27:00,
2024-09-12 20:28:00,
2024-09-12 20:29:00,
2024-09-12 20:30:00,
2024-09-12 20:31:00,
2024-09-12 20:32:00,
2024-09-12 20:33:00,
2024-09-12 20:34:00,
2024-09-12 20:35:00,
2024-09-12 20:36:00,
2024-09-12 20:37:00,
2024-09-12 20:38:00,
2024-09-12 20:39:00,
2024-09-12 20:40:00,
2024-09-12 20:41:00,
2024-09-12 20:42:00,
2024-09-12 20:43:00,
2024-09-12 20:44:00,
2024-09-12 20:45:00,
2024-09-12 20:46:00,
2024-09-12 20:47:00,
2024-09-12 20:48:00,
2024-09-12 20:49:00,
2024-09-12 20:50:00,
2024-09-12 20:51:00,
2024-09-12 20:52:00,
2024-09-12 20:53:00,
2024-09-12 20:54:00,
2024-09-12 20:55:00,
2024-09-12 20:56:00,
2024-09-12 20:57:00,
2024-09-12 20:58:00,
2024-09-12 20:59:00,
2024-09-12 21:00:00,
2024-09-12 21:01:00,
2024-09-12 21:02:00,
2024-09-12 21:03:00,
2024-09-12 21:04:00,
2024-09-12 21:05:00,
2024-09-12 21:06:00,
2024-09-12 21:07:00,
2024-09-12 21:08:00,
2024-09-12 21:09:00,
2024-09-12 21:10:00,
2024-09-12 21:11:00,
2024-09-12 21:12:00,
2024-09-12 21:13:00,
2024-09-12 21:14:00,
2024-09-12 21:15:00,
2024-09-12 21:16:00,
2024-09-12 21:17:00,
2024-09-12 21:18:00,
2024-09-12 21:19:00,
2024-09-12 21:20:00,
2024-09-12 21:21:00,
2024-09-12 21:22:00,
2024-09-12 21:23:00,
2024-09-12 21:24:00,
